"조회기간","시도","시군구","용도업종(소)","판매량"
"2016-10","서울특별시","송파구","전기기기","8776"
"2016-10","서울특별시","송파구","사무기기","3667"
"2016-10","서울특별시","송파구","시멘트","307516"
"2016-10","서울특별시","송파구","유리","2549"
"2016-10","서울특별시","송파구","고무.플라","18936"
"2016-10","서울특별시","송파구","화학제품","6807"
"2016-10","서울특별시","송파구","가죽.신발","27200"
"2016-10","서울특별시","송파구","의복.모피","244521"
"2016-10","서울특별시","송파구","기타기계","52740"
"2016-10","서울특별시","송파구","조립금속","31495"
"2016-10","서울특별시","송파구","1차금속","78337"
"2016-10","서울특별시","송파구","출판.인쇄","561140"
"2016-10","서울특별시","송파구","펄프.종이","9840"
"2016-10","서울특별시","송파구","목재.나무","2335"
"2016-10","서울특별시","송파구","어업","1700"
"2016-10","서울특별시","송파구","농업.임업","72528"
"2016-10","서울특별시","송파구","관공용","2203138"
"2016-10","서울특별시","송파구","수도","6164913"
"2016-10","서울특별시","송파구","사업자용","276072"
"2016-10","서울특별시","송파구","순수써비스","119280950"
"2016-10","서울특별시","송파구","전철","4037257"
"2016-10","서울특별시","송파구","기타공공용","3073850"
"2016-10","서울특별시","송파구","국군용","144953"
"2016-10","서울특별시","양천구","가정용","46910633"
"2016-10","서울특별시","양천구","전기기기","20039"
"2016-10","서울특별시","양천구","사무기기","1702"
"2016-10","서울특별시","양천구","기타기계","62492"
"2016-10","서울특별시","양천구","조립금속","74882"
"2016-10","서울특별시","양천구","1차금속","5624"
"2016-10","서울특별시","양천구","출판.인쇄","47801"
"2016-10","서울특별시","양천구","펄프.종이","31628"
"2016-10","서울특별시","양천구","목재.나무","16658"
"2016-10","서울특별시","양천구","금속비금속","1478"
"2016-10","서울특별시","양천구","시멘트","34183"
"2016-10","서울특별시","양천구","유리","98797"
"2016-10","서울특별시","양천구","고무.플라","50807"
"2016-10","서울특별시","양천구","화학제품","12031"
"2016-10","서울특별시","양천구","가죽.신발","88496"
"2016-10","서울특별시","양천구","의복.모피","410883"
"2016-10","서울특별시","양천구","섬유","80900"
"2016-10","서울특별시","양천구","식료품제조","213184"
"2016-10","서울특별시","양천구","가구및기타","111525"
"2016-10","서울특별시","양천구","기타운송","1759"
"2016-10","서울특별시","양천구","자동차","8320"
"2016-10","서울특별시","양천구","의료.광학","31642"
"2016-10","서울특별시","양천구","영상.음향","138072"
"2016-10","서울특별시","양천구","수도","744041"
"2016-10","서울특별시","양천구","사업자용","208282"
"2016-10","서울특별시","양천구","순수써비스","68627682"
"2016-10","서울특별시","양천구","석탄.원유","9691"
"2016-10","서울특별시","양천구","농업.임업","11444"
"2016-10","서울특별시","양천구","관공용","1601784"
"2016-10","서울특별시","양천구","기타공공용","2559553"
"2016-10","서울특별시","영등포구","가정용","41585360"
"2016-10","서울특별시","영등포구","사무기기","5400"
"2016-10","서울특별시","영등포구","기타기계","1823150"
"2016-10","서울특별시","영등포구","조립금속","1054502"
"2016-10","서울특별시","영등포구","1차금속","300395"
"2016-10","서울특별시","영등포구","출판.인쇄","594796"
"2016-10","서울특별시","영등포구","펄프.종이","116703"
"2016-10","서울특별시","영등포구","목재.나무","10037"
"2016-10","서울특별시","영등포구","금속비금속","2656"
"2016-10","서울특별시","영등포구","농업.임업","8054"
"2016-10","서울특별시","영등포구","섬유","49759"
"2016-10","서울특별시","영등포구","음료품제조","72204"
"2016-10","서울특별시","영등포구","식료품제조","2587067"
"2016-10","서울특별시","영등포구","가구및기타","891733"
"2016-10","서울특별시","영등포구","기타운송","10791"
"2016-10","서울특별시","영등포구","자동차","91394"
"2016-10","서울특별시","영등포구","의료.광학","83035"
"2016-10","서울특별시","영등포구","영상.음향","116552"
"2016-10","서울특별시","영등포구","전기기기","158169"
"2016-10","서울특별시","영등포구","시멘트","13737"
"2016-10","서울특별시","영등포구","유리","85409"
"2016-10","서울특별시","영등포구","고무.플라","153576"
"2016-10","서울특별시","영등포구","화학제품","220641"
"2016-10","서울특별시","영등포구","가죽.신발","21619"
"2016-10","서울특별시","영등포구","의복.모피","242155"
"2016-10","서울특별시","영등포구","관공용","7730541"
"2016-10","서울특별시","영등포구","수도","7229996"
"2016-10","서울특별시","영등포구","사업자용","592868"
"2016-10","서울특별시","영등포구","순수써비스","123645948"
"2016-10","서울특별시","영등포구","전철","1682640"
"2016-10","서울특별시","영등포구","기타공공용","4151069"
"2016-10","서울특별시","영등포구","국군용","136809"
"2016-10","서울특별시","용산구","가정용","28723407"
"2016-10","서울특별시","용산구","시멘트","177"
"2016-10","서울특별시","용산구","고무.플라","39855"
"2016-10","서울특별시","용산구","화학제품","11760"
"2016-10","서울특별시","용산구","가죽.신발","8169"
"2016-10","서울특별시","용산구","의복.모피","830760"
"2016-10","서울특별시","용산구","섬유","93185"
"2016-10","서울특별시","용산구","기타기계","21036"
"2016-10","서울특별시","용산구","조립금속","27935"
"2016-10","서울특별시","용산구","1차금속","2203"
"2016-10","서울특별시","용산구","출판.인쇄","325535"
"2016-10","서울특별시","용산구","펄프.종이","19278"
"2016-10","서울특별시","용산구","목재.나무","1719"
"2016-10","서울특별시","용산구","금속비금속","7177"
"2016-10","서울특별시","용산구","농업.임업","1699"
"2016-10","서울특별시","용산구","순수써비스","45012631"
"2016-10","서울특별시","용산구","유리","245"
"2016-10","서울특별시","용산구","식료품제조","258088"
"2016-10","서울특별시","용산구","재생재료","6949"
"2016-10","서울특별시","용산구","가구및기타","14389"
"2016-10","서울특별시","용산구","기타운송","9659"
"2016-10","서울특별시","용산구","자동차","3369"
"2016-10","서울특별시","용산구","의료.광학","26543"
"2016-10","서울특별시","용산구","영상.음향","17122"
"2016-10","서울특별시","용산구","전기기기","38430"
"2016-10","서울특별시","용산구","사무기기","5259"
"2016-10","서울특별시","용산구","기타공공용","3337574"
"2016-10","서울특별시","용산구","관공용","12257184"
"2016-10","서울특별시","용산구","수도","500229"
"2016-10","서울특별시","용산구","전철","585673"
"2016-10","서울특별시","용산구","사업자용","44267"
"2016-10","서울특별시","용산구","유엔군용","8150451"
"2016-10","서울특별시","용산구","국군용","1921638"
"2016-10","서울특별시","은평구","가정용","44423643"
"2016-10","서울특별시","은평구","음료품제조","45459"
"2016-10","서울특별시","은평구","식료품제조","353452"
"2016-10","서울특별시","은평구","재생재료","25326"
"2016-10","서울특별시","은평구","가구및기타","32320"
"2016-10","서울특별시","은평구","자동차","1637"
"2016-10","서울특별시","은평구","의료.광학","24966"
"2016-10","서울특별시","은평구","영상.음향","5140"
"2016-10","서울특별시","은평구","전기기기","3836"
"2016-10","서울특별시","은평구","사무기기","970"
"2016-10","서울특별시","은평구","기타기계","29719"
"2016-10","서울특별시","은평구","조립금속","11314"
"2016-10","서울특별시","은평구","출판.인쇄","18610"
"2016-10","서울특별시","은평구","펄프.종이","11033"
"2016-10","서울특별시","은평구","목재.나무","1977"
"2016-10","서울특별시","은평구","금속비금속","1896"
"2016-10","서울특별시","은평구","어업","1045"
"2016-10","서울특별시","은평구","농업.임업","9537"
"2016-10","서울특별시","은평구","시멘트","1425"
"2016-10","서울특별시","은평구","유리","4892"
"2016-10","서울특별시","은평구","고무.플라","65819"
"2016-10","서울특별시","은평구","화학제품","7706"
"2016-10","서울특별시","은평구","가죽.신발","28649"
"2016-10","서울특별시","은평구","의복.모피","329534"
"2016-10","서울특별시","은평구","섬유","200767"
"2016-10","서울특별시","은평구","관공용","1952632"
"2016-10","서울특별시","은평구","수도","755015"
"2016-10","서울특별시","은평구","사업자용","188457"
"2016-10","서울특별시","은평구","순수써비스","37452802"
"2016-10","서울특별시","은평구","전철","10274169"
"2016-10","서울특별시","은평구","기타공공용","2464005"
"2016-10","서울특별시","은평구","국군용","66853"
"2016-10","서울특별시","종로구","가정용","18536614"
"2016-10","서울특별시","종로구","금속비금속","36671"
"2016-10","서울특별시","종로구","시멘트","5527"
"2016-10","서울특별시","종로구","유리","5773"
"2016-10","서울특별시","종로구","고무.플라","100794"
"2016-10","서울특별시","종로구","화학제품","49329"
"2016-10","서울특별시","종로구","가죽.신발","12024"
"2016-10","서울특별시","종로구","의복.모피","2518128"
"2016-10","서울특별시","종로구","섬유","322966"
"2016-10","서울특별시","종로구","식료품제조","172415"
"2016-10","서울특별시","종로구","가구및기타","1221145"
"2016-10","서울특별시","종로구","자동차","2612"
"2016-10","서울특별시","종로구","의료.광학","34445"
"2016-10","서울특별시","종로구","영상.음향","7533"
"2016-10","서울특별시","종로구","전기기기","14486"
"2016-10","서울특별시","종로구","기타기계","80009"
"2016-10","서울특별시","종로구","조립금속","112141"
"2016-10","서울특별시","종로구","1차금속","44252"
"2016-10","서울특별시","종로구","출판.인쇄","328607"
